time,mean_centered,standardized
0.038,26.896266205704478,1.4942209534206627
0.047,32.69626620570443,1.8164397128409457
0.055,39.996266205704444,2.22199091004234
0.064,23.696266205704433,1.3164450861542958
0.073,19.096266205704467,1.060892276958899
0.082,21.896266205704478,1.2164461608169685
0.091,21.896266205704478,1.2164461608169685
0.1,18.496266205704444,1.0275593018464544
0.11,26.396266205704478,1.4664434741602934
0.119,18.296266205704455,1.0164483101423072
0.129,14.896266205704478,0.8275614511717964
0.14,23.896266205704478,1.327556077858446
0.15,19.196266205704433,1.066447772810971
0.161,27.996266205704444,1.5553314077934737
0.171,23.296266205704455,1.2942231027460016
0.181,17.296266205704455,0.9608933516215684
0.191,14.196266205704433,0.7886729802072767
0.202,24.696266205704433,1.3720000446750347
0.212,6.896266205704478,0.3831217830058855
0.223,24.196266205704433,1.3442225654146653
0.234,26.696266205704433,1.4831099617165124
0.245,25.896266205704478,1.4386659948999239
0.255,21.496266205704444,1.194224177408671
0.267,20.796266205704455,1.1553357064441545
0.278,13.096266205704467,0.7275625258344658
0.289,19.596266205704467,1.0886697562192684
0.301,22.596266205704467,1.255334631781485
0.312,14.296266205704455,0.7942284760593519
0.324,19.196266205704433,1.066447772810971
0.336,18.096266205704467,1.0053373184381602
0.347,21.796266205704455,1.2108906649648934
0.359,17.596266205704467,0.9775598391777907
0.371,16.196266205704433,0.8997828972487544
0.383,12.396266205704478,0.6886740548699493
0.395,18.796266205704455,1.0442257894026767
0.407,20.896266205704478,1.1608912022962297
0.419,22.896266205704478,1.2720011193377074
0.43,11.196266205704433,0.6220081046450601
0.442,22.596266205704467,1.255334631781485
0.454,22.496266205704444,1.24977913592941
0.466,18.296266205704455,1.0164483101423072
0.478,16.796266205704455,0.933115872361199
0.49,24.196266205704433,1.3442225654146653
0.503,7.396266205704478,0.4108992622662549
0.516,16.496266205704444,0.9164493848049767
0.529,19.496266205704444,1.0831142603671933
0.542,29.296266205704455,1.6275528538704347
0.555,25.896266205704478,1.4386659948999239
0.568,16.996266205704444,0.9442268640653462
0.581,30.096266205704467,1.6719968206870266
0.594,16.396266205704478,0.9108938889529047
0.606,16.796266205704455,0.933115872361199
0.619,30.496266205704444,1.6942188040953208
0.632,27.596266205704467,1.5331094243851793
0.645,23.296266205704455,1.2942231027460016
0.658,15.896266205704478,0.8831164096925352
0.672,17.996266205704444,0.999781822586085
0.687,17.896266205704478,0.994226326734013
0.701,18.696266205704433,1.0386702935506016
0.715,15.896266205704478,0.8831164096925352
0.729,12.996266205704444,0.7220070299823906
0.744,16.196266205704433,0.8997828972487544
0.759,21.096266205704467,1.1720021940003766
0.772,20.696266205704433,1.1497802105920794
0.786,23.596266205704467,1.310889590302224
0.799,21.896266205704478,1.2164461608169685
0.812,25.096266205704467,1.3942220280833322
0.825,27.396266205704478,1.5219984326810323
0.837,28.796266205704455,1.5997753746100654
0.849,30.796266205704455,1.7108852916515431
0.862,15.496266205704444,0.8608944262842378
0.875,25.296266205704455,1.4053330197874794
0.889,13.196266205704433,0.7331180216865378
0.903,27.296266205704455,1.5164429368289571
0.917,15.496266205704444,0.8608944262842378
0.932,17.696266205704433,0.9831153350298627
0.947,18.396266205704478,1.0220038059943823
0.961,17.196266205704433,0.9553378557694933
0.976,23.996266205704444,1.3331115737105181
0.99,19.296266205704455,1.072003268663046
1.005,19.096266205704467,1.060892276958899
1.019,15.996266205704444,0.8886719055446073
1.032,22.596266205704467,1.255334631781485
1.047,27.696266205704433,1.5386649202372513
1.061,23.896266205704478,1.327556077858446
1.075,17.196266205704433,0.9553378557694933
1.089,16.896266205704478,0.9386713682132741
1.104,26.096266205704467,1.449776986604071
1.118,18.496266205704444,1.0275593018464544
1.133,31.096266205704467,1.7275517792077655
1.147,16.296266205704455,0.9053383931008295
1.161,19.696266205704433,1.0942252520713405
1.174,27.396266205704478,1.5219984326810323
1.188,27.996266205704444,1.5553314077934737
1.201,27.096266205704467,1.50533194512481
1.215,18.496266205704444,1.0275593018464544
1.229,25.296266205704455,1.4053330197874794
1.244,23.996266205704444,1.3331115737105181
1.258,23.396266205704478,1.2997785985980768
1.273,20.796266205704455,1.1553357064441545
1.287,19.996266205704444,1.1108917396275628
1.302,29.196266205704433,1.6219973580183598
1.316,23.096266205704467,1.2831121110418544
1.33,27.196266205704433,1.510887440976882
1.345,20.796266205704455,1.1553357064441545
1.359,31.196266205704433,1.7331072750598373
1.373,27.196266205704433,1.510887440976882
1.387,20.796266205704455,1.1553357064441545
1.401,21.696266205704433,1.2053351691128182
1.416,18.896266205704478,1.049781285254752
1.432,17.596266205704467,0.9775598391777907
1.448,19.096266205704467,1.060892276958899
1.463,28.096266205704467,1.5608869036455488
1.479,16.196266205704433,0.8997828972487544
1.494,19.896266205704478,1.1053362437754908
1.51,18.596266205704467,1.0331147976985295
1.525,20.196266205704433,1.1220027313317098
1.541,27.296266205704455,1.5164429368289571
1.556,16.296266205704455,0.9053383931008295
1.572,22.096266205704467,1.2275571525211155
1.588,23.296266205704455,1.2942231027460016
1.604,14.896266205704478,0.8275614511717964
1.621,16.796266205704455,0.933115872361199
1.637,26.296266205704455,1.4608879783082183
1.654,14.396266205704478,0.7997839719114269
1.67,24.396266205704478,1.3553335571188156
1.686,23.996266205704444,1.3331115737105181
1.702,16.996266205704444,0.9442268640653462
1.72,18.496266205704444,1.0275593018464544
1.737,21.196266205704433,1.1775576898524487
1.754,22.496266205704444,1.24977913592941
1.771,25.196266205704433,1.3997775239354042
1.787,13.396266205704478,0.7442290133906881
1.804,23.396266205704478,1.2997785985980768
